id,title,dis,com,htype,rty,fit,flo,sumflo,pri,lab
1368,华夏东城一品 ,锡山区,安镇,2室2厅,整租,简单装修,3,3层,800,华夏东城一品旁安镇商铺楼上单间整间出租价格面议我自己的房子
1369,融创花溪美墅(三期) ,滨湖区,太湖新城,2室2厅,整租,简单装修,17,27层,2700,融创熙园三期 宽敞两居 南北通透 初次出租
1370,嘉利华府庄园 ,惠山区,惠山新城,1室1厅,合租,精装修,10,27层,900,华府带内卫单间出租 采光好 房间大 交通便利
1371,金星苑 ,梁溪区,金星,2室1厅,整租,精装修,5,12层,2000,金星苑 中桥乐购附近 交通便利 精装修 家电齐全
1372,盛世家园(西区) ,梁溪区,黄巷,2室2厅,整租,精装修,23,26层,2600,《U房置业实拍》盛世家园 精装2房 家电齐全
1373,震泽一村 ,滨湖区,蠡湖新城,3室1厅,整租,精装修,1,15层,2300,震泽一村 湖滨商业街旁 近欧尚超市 精装三房看房方便 拎包住
1374,太湖国际社区拾壹峰 ,滨湖区,太湖新城,2室2厅,整租,精装修,26,32层,2700,太湖国际整租2室精装 高层通透采光好 家具家电很新 拎包入住
1375,震泽一村 ,滨湖区,蠡湖新城,3室1厅,整租,精装修,1,15层,2300,震泽一村 湖滨商业街旁 近欧尚超市 精装三房看房方便 拎包住
1376,扬名花园 ,梁溪区,扬名,2室1厅,整租,中等装修,24,24层,1850,"店长[扬名花园两室一厅]家电齐全,拎包入住"
1377,长江国际雅园 ,新吴区,长江路,3室2厅,整租,精装修,3,6层,5800,长江国际雅园.豪华装修带地暖、花园洋房一排、外籍人士的选择
1378,豪门君怡花苑 ,锡山区,东亭,2室2厅,整租,精装修,7,12层,2000,宝城花园旁 华夏豪门精装两房 家电齐全 随时看房 拎包人住
1379,嘉德花园 ,梁溪区,北大街,2室2厅,整租,精装修,30,33层,3000,北大街沃尔玛超市火车站江尖公园春申路凤凰城对面嘉德花园精装
1380,君域豪庭 ,新吴区,鸿山,2室1厅,整租,精装修,12,18层,1300,君域豪庭 家电齐全 采光好 环境好 随时看房
1381,复地悦城 ,梁溪区,扬名,3室2厅,整租,精装修,33,33层,3300,复地悦城 婚装小三房 拎包入住 诚心出租 装修不错
1382,叙丰家园 ,新吴区,长江路,2室2厅,整租,毛坯,15,31层,1600,快来看，叙丰家园豪装2室震撼来袭！这装修，这价格现在上哪找？
1383,仙河苑三期东区 ,滨湖区,太湖新城,2室2厅,整租,毛坯,3,18层,1500,仙河苑 精装两房 南北通透全天采光 近华莱坞 恒华 星光广场
1384,新梁溪人家 ,滨湖区,河埒口,2室1厅,整租,精装修,16,18层,2100,新梁溪人家 地理位置优越 靠近体育中心 精装两房  拎包入住
1385,日晖巷 ,梁溪区,崇安寺,3室2厅,整租,中等装修,5,7层,2500,日晖巷学前东路中山路干净3房采光好每月2500出入方便
1386,金太湖国际城 ,梁溪区,北大街,2室2厅,整租,精装修,21,32层,2200,101医院对面金太湖精装两房 自住装修 全新出租 交通方便
1387,槐古二村 ,梁溪区,南禅寺,1室2厅,整租,精装修,3,7层,1300,妇幼对面槐古二村 精装一房独门独户 黄/金三楼 近南禅寺二院
1388,长江大厦 ,新吴区,旺庄,1室1厅,整租,精装修,12,32层,1600,新区 润泽雅居对面 长江大厦 精装公寓 民用水电 交通便利
1389,广晟苑 ,梁溪区,广丰,2室1厅,整租,精装修,6,18层,1400,近火车站酒吧广晟苑精装两室 交通便利靠近地铁 稀有房源
1390,柴机新村 ,梁溪区,南禅寺,2室1厅,整租,豪华装修,3,6层,1500,紧挨市中心南禅寺无锡妇幼包建医院崇安寺柴机新村精装两房拎包住
1391,联心嘉园二期 ,新吴区,梅村,3室1厅,合租,精装修,5,11层,650,联心嘉园 朝南带飘窗单间 可做饭 拎包入住 好房不等人
1392,香山名园 ,新吴区,旺庄,2室2厅,整租,精装修,18,32层,2300,新区高档小区 地铁口精装自住两房 干净清爽宝龙附近生活便利
1393,瑜憬湾 ,滨湖区,河埒口,3室1厅,整租,精装修,7,18层,3500,愉景湾家园 精装三房 家电齐全 地暖中央空调 拎包入住 随时
1394,蓉湖山水 ,梁溪区,山北,2室2厅,整租,精装修,6,32层,2000,蓉湖大桥下 盛岸路 地铁口 蓉湖山水 精装大两房 设施全
1395,天鹅湖花园B区 ,滨湖区,太湖新城,2室1厅,整租,精装修,9,24层,2300,《U房置业实拍》融创熙园精装两房，临近地铁口环境优美拎包入住
1396,蠡湖家园C区 ,滨湖区,蠡湖新城,2室1厅,整租,精装修,24,25层,2500,蠡湖家园C区 2室1厅88平米 精装修 半年付
1397,塔影一村 ,梁溪区,上马墩,1室1厅,整租,精装修,3,6层,1200,上马墩路地铁口附近塔影一村精装一房 临近风雷新村 交通便利好
1398,瑞雪家园 ,滨湖区,太湖新城,3室1厅,整租,精装修,7,30层,1800,瑞雪家园  精装三房  拎包入住
1399,兴竹家园 ,梁溪区,江海,2室1厅,整租,精装修,22,32层,2000,兴昌南路 兴竹家园精装修两房周边繁华地段设施齐全拎包入住齐全
1400,海岸城馨园 ,滨湖区,太湖新城,1室2厅,整租,精装修,9,32层,2210,"海岸城精装一房,近市民中心,交通便利,随时看房,拎包入住!"
1401,花样年喜年中心 ,滨湖区,河埒口,2室2厅,整租,精装修,15,28层,2800,快上车，喜年中心精装全配复试办公楼2800急租，随时看房
1402,凯发苑北区 ,滨湖区,太湖新城,2室2厅,整租,精装修,16,30层,1000,凯发苑精装大两房出租，房东自住装修近软件园，看房方便拎包入住
1403,绿地波士顿公馆 ,惠山区,惠山新城,1室1厅,整租,精装修,20,25层,1000,绿地地铁口单身公寓1000/月房源真实图片实拍拎包入住
1404,丰裕园一期 ,滨湖区,太湖新城,2室2厅,整租,精装修,12,26层,1400,丰裕园两房近 星光广场 地铁站 江南大学 雪浪菜场 美食城
1405,太湖花园二区 ,新吴区,长江路,2室2厅,整租,精装修,3,6层,1700,仁德医院对面太湖花园精装两房 保养特别好 采光无敌 看房随时
1406,春潮花园一区 ,新吴区,江溪,3室2厅,整租,精装修,3,6层,2200,春潮花园精装三房两卫 家具家电齐全 拎包入住 随时看房
1407,长欣公寓 ,新吴区,长江路,3室1厅,合租,精装修,3,6层,700,长欣公寓，精装大单间出租，干净整洁可随时看房!好房不等人！
1408,新江南花园 ,梁溪区,清名桥,4室2厅,整租,简单装修,6,7层,3200,新江南花园 简装四房 靠地铁口 可做员工宿舍 通扬新村 沁园
1409,西园里 ,滨湖区,河埒口,2室1厅,整租,精装修,1,7层,1400,近新体家乐福旁《西园里》精装2房出租 拎包入住 房东诚心出租
1410,宝龙国际公寓 ,新吴区,长江路,1室1厅,整租,精装修,12,20层,1000,租房的看过来，住是舒服，价格还不贵，房源众多，长江路宝龙公寓
1411,金科观天下 ,梁溪区,上马墩,1室1厅,整租,精装修,10,30层,1700,金科观天下   精装 地铁口  到市中心5  拎包入住
1412,长欣公寓 ,新吴区,长江路,1室0厅,整租,豪华装修,3,6层,650,长欣公寓单间出租650/月，拎包入住，干净清爽
1413,周新苑(五期) ,滨湖区,太湖新城,2室2厅,整租,精装修,6,18层,1600,周新苑精装2房源，周边交通方便配套齐全，拎包入住，随时看房
1414,广益佳苑二期 ,梁溪区,广益,2室2厅,整租,精装修,13,15层,1800,广益佳苑温馨大两房 采光无敌 环境优雅 交通便利 拎包即住
1415,首创隽府 ,锡山区,东亭,2室2厅,整租,中等装修,5,12层,2130,天一中学旁边首创隽府 个人 精装二房 简约不简单 跳楼价出租
1416,上马墩三村 ,梁溪区,上马墩,3室2厅,整租,精装修,3,6层,1800,好房分享 上马墩三村婚装三室 靖海地铁口附近 班车必经拎包住
1417,鸿运苑第一社区北苑 ,新吴区,鸿山,2室2厅,整租,精装修,12,16层,1300,鸿运苑 两室一厅 精装修   家具家电 齐全
1418,融侨观邸 ,新吴区,江溪,3室2厅,整租,豪华装修,15,34层,2600,融侨观邸 美新玫瑰 第壹国际 精装大三房出租 家具家电齐全
1419,竹苑新村西区 ,锡山区,东亭,2室2厅,整租,精装修,2,6层,1600,义诚好房 ！竹苑新村精装两房 交通便利 拎包入住 诚心急售！
1420,广石家园 ,梁溪区,黄巷,2室1厅,整租,中等装修,9,11层,1500,《u房置业实拍》广石家园简单装修二房，交通便利，可随时看房
1421,首创隽府 ,锡山区,东亭,2室2厅,整租,精装修,2,18层,1600,义诚好房  首创隽府精装修  家电齐全  拎包入住
1422,融科玖玖城 ,滨湖区,太湖新城,2室2厅,整租,精装修,10,28层,2400,融科玖玖精装两房，近文化宫海岸城，生活购物交通便利，诚心出租
1423,东方银座 ,新吴区,旺庄,1室1厅,整租,精装修,11,32层,1400,东方银座 豪华装修 家电齐全 干净整洁 要的速度！民用水电！
1424,广益星苑 ,梁溪区,广益,2室1厅,整租,精装修,6,11层,1600,广益星苑精装两室 抢手房源 家电家具齐全 看房随时 拎包即住
1425,魅力万科城酩悦 ,滨湖区,太湖新城,3室2厅,整租,精装修,6,24层,3300,万科酩悦三期+精装三房+拎包入住+诚心出租
1426,金惠苑 ,惠山区,惠山新城,2室2厅,整租,中等装修,2,6层,1350,金惠苑 锡中对面 家具家电齐全 拎包即住 楼层位置没话说急租
1427,溪南里 ,滨湖区,河埒口,1室1厅,整租,精装修,6,9层,1100,建筑路旁 溪南里 精装1房 设施完善
1428,山明四村 ,滨湖区,蠡湖新城,2室1厅,整租,精装修,5,7层,1400,新体附近，山明四村 精装两房，设施齐全，看房方便
1429,九龙仓时代上河 ,梁溪区,清名桥,6室4厅,整租,中等装修,6,11层,7000,南站金城路太湖大道交通枢纽塘南招商九龙仓时代上河办公中央空调
1430,万科信成道一期 ,滨湖区,太湖新城,3室2厅,整租,毛坯,19,32层,3300,万科信成道 婚装大三房 近金桥双语小学 地铁口 ，诚心出租
1431,新洲花园 ,新吴区,江溪,3室2厅,整租,精装修,5,8层,2400,新洲花园 环境好 交通便利 精装全齐 随时看房 拎包入住 对
1432,梅里香舍一期 ,新吴区,梅村,2室2厅,整租,精装修,16,18层,1750,精装两室两厅出租，交通方便，家电齐全，拎包入住，随时看房。
1433,大丁佳苑南区 ,滨湖区,河埒口,3室2厅,整租,精装修,9,18层,2800,大丁佳苑 精装大三房 拎包入住 真实房源真实价格 看房方便
1434,富安花园B区 ,滨湖区,胡埭镇,2室2厅,整租,精装修,7,11层,1800,富安花园B区 安置房 精装好房 周边设施配套齐全
1435,华润橡树湾(一期) ,惠山区,惠山新城,2室1厅,整租,精装修,6,11层,1200,橡树湾精装修2房，价格实惠，拎包入住
1436,万达公寓 ,惠山区,惠山新城,1室1厅,整租,精装修,27,33层,1300,惠山万达，精装单身公寓，家电齐全，临近地铁出行方便，拎包即住
1437,太湖锦园 ,滨湖区,梅园,2室2厅,整租,精装修,1,11层,3200,太湖之滨 太湖锦园 豪装两室 环境优美 享受生活*之选
1438,苏豪国际大厦 ,滨湖区,河埒口,1室1厅,整租,简单装修,5,23层,1500,《有家肥仔》9.6发苏豪旁时代杰都5楼单间空房整租1500
1439,大丁佳苑南区 ,滨湖区,河埒口,1室1厅,整租,精装修,15,25层,1700,大丁佳苑 地铁口 万达旁  精装修自住房诚心出租中，随时看房
1440,世茂首府 ,梁溪区,北大街,1室1厅,整租,精装修,18,35层,900,世茂国际酒店公寓一号线近火车站崇安寺苏宁酒吧街八佰伴
1441,渔港家园B区 ,滨湖区,梅园,2室1厅,整租,毛坯,5,11层,1200,渔港家园 靠地铁口 精装两房 采光好 户型好 拎包入住随时看
1442,龙塘家园 ,梁溪区,黄巷,2室1厅,整租,中等装修,9,30层,1300,《U房置业实拍》龙塘家园新出二房，居家装修可随时看房，有钥匙
1443,瑞雪家园 ,滨湖区,太湖新城,2室1厅,整租,精装修,19,33层,1200,瑞雪家园精装两房家电齐全拎包入住
1444,金色江南天景花园 ,滨湖区,河埒口,3室2厅,整租,精装修,5,9层,3300,金色江南一期（天景花园）精装3房全明通透型实施齐全拎包入住
1445,五里新村 ,梁溪区,北大街,2室2厅,整租,精装修,3,6层,1500,五里新村精装2房 拎包入住 业主诚意出租 看房方便
1446,扬名花园 ,梁溪区,扬名,2室1厅,整租,精装修,3,6层,1600,扬名花园新空两房精装修楼层好位置佳出行便利房东诚意需要的抓紧
1447,横街小区 ,梁溪区,北大街,2室2厅,整租,精装修,7,7层,2500,胜利门红梅市场旁横街小区精装三房带阁楼适合员工宿舍拎包入住
1448,万科金域缇香 ,新吴区,长江路,2室2厅,整租,精装修,1,26层,2500,万科 金域缇香 欧尚旁 小区人车分离 绿化率高 诚心出租
1449,禾嘉国际 ,梁溪区,北大街,1室1厅,整租,精装修,24,31层,1500,禾嘉国际酒吧街旁 温馨大一房 户型正气 采光无敌 拎包即住
1450,春潮花园三区东区 ,新吴区,江溪,2室1厅,合租,精装修,2,6层,1200,春潮花园三期精装二房1200，家具齐全，南北通透。
1451,宁海里二期 ,梁溪区,上马墩,2室1厅,整租,精装修,7,8层,1800,华东商贸城旁 宁海里精装房 设施全 拎包入住 近市区金格广场
1452,宝龙国际公寓 ,新吴区,长江路,1室1厅,整租,简单装修,3,6层,1300,宝龙公寓 精装一室一厅购物方便，另有小吃 交通便利 带阳台
1453,融侨观邸 ,新吴区,江溪,2室2厅,整租,精装修,10,32层,1800,新区融侨观邸2房精装出租  家电齐全   拎包入住整租
1454,东风家园 ,梁溪区,江海,2室2厅,整租,精装修,18,32层,1500,长江北路欧尚超市附近东风家园精装2房拎包入住看房方便急租！！
1455,建乐家园A区(51-61) ,梁溪区,金星,2室2厅,整租,精装修,1,18层,2700,建乐家园 靠地铁口 家乐福旁 精装修 拧包入住
1456,绿城玉兰花园一期 ,滨湖区,太湖新城,3室2厅,整租,豪华装修,6,17层,8500,玉兰豪装大三房，刚刚空出来，欧式风格，实地看效果更好
1457,隆亭苑 ,锡山区,东亭,2室2厅,整租,精装修,3,7层,1200,东亭易买得地铁口隆亭苑现有精装两房急租 靠近中邦云林苑
1458,宝龙国际公寓 ,新吴区,长江路,1室1厅,整租,精装修,12,17层,1100,新区长江路核心地段，家乐福，百盛广场，商业街《宝龙城市广场》
1459,山语银城 ,滨湖区,河埒口,2室1厅,整租,精装修,5,11层,1700,语银城 两室两厅 自住精装修 靠近育红小桃园地铁口随时看房
1460,绿城玉兰花园一期 ,滨湖区,太湖新城,3室2厅,整租,豪华装修,10,17层,4000,玉兰花园豪装三房自住标准首租靠金匮公园金融街海岸城诚心出租
1461,融创花溪美墅(三期) ,滨湖区,太湖新城,2室1厅,整租,精装修,16,32层,3000,熙园三期精装两房出租 家具家电齐全 拎包入住
1462,阳光100国际新城 ,惠山区,天一新城,2室1厅,整租,中等装修,9,11层,1700,《U房置业实拍》阳光壹佰居家装修二房，家具家电齐全可随时看房
1463,唐明园 ,新吴区,鸿山,2室2厅,整租,精装修,2,6层,1200,唐明园精装两室2厅家具家电全留 靠近学校 镇政府 看房方便
1464,华府庄园白金府邸 ,惠山区,惠山新城,3室2厅,整租,精装修,2,26层,2500,华府庄园，全新装修，从未住过，小三房，拎包入住
1465,世家名门 ,滨湖区,太湖新城,1室1厅,整租,精装修,12,32层,1400,万象城旁世家名门精装公寓 甜美温馨 设施齐全 紧靠东降街
1466,映月华府 ,锡山区,安镇,2室2厅,整租,精装修,8,19层,2000,映月华府2房出租精装修，拎包入住，交通便利，环境好，随时看房
1467,盛岸二村 ,梁溪区,山北,1室2厅,整租,精装修,2,6层,800,精装修市区10min新的一套近蓉湖新村惠华新村蓉湖壹号
1468,富羊花苑 ,锡山区,羊尖,3室2厅,整租,毛坯,3,6层,800,富羊花苑毛坯三房，房间空间大，可以做饭有钥匙可随时看房！
1469,周新苑(三期) ,滨湖区,太湖新城,2室2厅,整租,精装修,14,28层,1800,周新苑精装两房 华润万家海岸城旁 家具家电齐全 随时看 可刀
1470,塘南新村 ,梁溪区,清名桥,3室1厅,整租,精装修,4,6层,1800,塘南新村 精装三房 靠近日航酒店 靠近南禅寺 南长街
1471,瑞成花园南区 ,新吴区,江溪,3室2厅,整租,精装修,4,18层,2500,新之城、春 潮花园附近，瑞城国际，精装小三房，拎包入住
1472,风顺里 ,梁溪区,江海,3室2厅,整租,精装修,3,7层,1500,好房分享！学前路风顺里精品三房 配备齐全 温馨舒适 班车必经
1473,欧典家园 ,新吴区,长江路,3室2厅,整租,豪华装修,11,28层,2000,长江路 欧尚超市 欧典家园 豪装三房 价格便宜 交通方便
1474,风华里小区 ,梁溪区,南禅寺,2室2厅,整租,精装修,4,7层,1600,风华里精装2房 南禅寺附近 学前东路旁 出行方便
1475,万科金域缇香东区 ,新吴区,江溪,3室2厅,整租,精装修,14,34层,3200,万科金域缇香 豪华精装大三房（婚房，房东住了半年不到）包物业
1476,天鹅湖花园A区 ,滨湖区,太湖新城,2室1厅,整租,精装修,15,24层,2600,天鹅湖精装两房 南北通透 温馨舒适 近江大 地铁口 拎包入住
1477,黄巷新村 ,梁溪区,黄巷,2室1厅,整租,精装修,3,7层,1000,金太湖欧风街商圈黄巷新村精装两房出租，家电齐全，拎包入住
1478,冠达豪景东苑 ,锡山区,安镇,3室2厅,整租,精装修,5,9层,200,锡东高铁站地铁口精装三房安镇中学旁冠达豪景东苑
1479,太湖花园二区 ,新吴区,长江路,2室1厅,整租,精装修,3,6层,1600,太湖花园 房东自租房 你与朋友理想的好房子 舒适整洁便宜！
1480,世贸首府 ,梁溪区,北大街,2室1厅,整租,精装修,8,45层,2200,火车站旁 世贸小区 温馨舒适 精装两房 拎包入住 交通便利
1481,太湖国际社区香缇美郡 ,滨湖区,太湖新城,2室2厅,整租,精装修,12,18层,2000,太湖国际精致两房 干净清爽 全新家具家电 配套成熟紧靠万象城
1482,春雷嘉苑 ,新吴区,长江路,3室2厅,整租,精装修,2,6层,1800,新区春雷家园 超值三房  南北通透  采光好 看房方便
1483,东风家园 ,梁溪区,江海,2室2厅,整租,精装修,18,28层,1800,东风家园 精装两房 配套齐全 装修好 可押一付一 拎包入住
1484,周新苑(五期) ,滨湖区,太湖新城,2室2厅,整租,精装修,10,24层,1600,《千家万沪实拍》周新苑5期 自住装修2房 家电齐全 近海岸城
1485,金科中心 ,梁溪区,江海,3室2厅,整租,精装修,20,32层,3500,金科中心  全屋地暖 新装修 从未入住 *出租
1486,渔港家园B区 ,滨湖区,梅园,2室1厅,整租,中等装修,2,11层,1300,渔港家园 中装两房 交通方便 家具家电齐全 拎包入住 风景区
1487,春江花园A区 ,锡山区,东亭,3室2厅,整租,中等装修,4,6层,2700,春江花园一期清爽三房 设施齐全 真实照片
1488,阳光壹佰 ,惠山区,天一新城,2室1厅,整租,精装修,33,33层,1800,《U房置业实拍》阳光100精装二房 超高性价比 居家必选
1489,奕淳公寓(一期) ,新吴区,长江路,3室2厅,整租,精装修,15,28层,2800,长江绿岛一期精装三房 家具齐全 全地暖 出行便利 品质社区！
1490,润泽雅居 ,新吴区,旺庄,3室1厅,整租,精装修,16,32层,800,润泽雅居大单间出租 带独立卫生间 家电全新 宝龙旁边！
1491,广瑞二村南区 ,梁溪区,广丰,2室1厅,整租,精装修,3,6层,1500,广瑞路 广瑞二村精装修两房繁华地段设施齐全拎包入住
1492,荷花里 ,梁溪区,北大街,1室2厅,整租,精装修,4,8层,1600,北大街荷花里 1室2厅55平米 精装修 押一付三
1493,溪南新村南区 ,滨湖区,河埒口,2室1厅,合租,精装修,3,7层,1000,溪南新村 精装2房 拎包入住
1494,新丰苑西区 ,新吴区,江溪,2室1厅,整租,精装修,3,6层,1100,新区 坊前中学 坊前农贸市场新丰苑两室 领包入住 环境优美
1495,水乡苑二区 ,滨湖区,太湖新城,2室1厅,整租,中等装修,1,12层,1500,水乡苑二区 两房出租 拎包入住
1496,新光小区 ,锡山区,东亭,2室2厅,整租,精装修,3,6层,1500,新光小区 干净清爽 精装2室 家电齐全 采光充足 拎包入住
1497,天鹅湖熙园三期 ,滨湖区,太湖新城,2室2厅,整租,精装修,2,11层,2400,育英旁天鹅湖熙园精装两房 干净清爽 位置优越紧靠地铁
1498,瑞雪家园 ,滨湖区,太湖新城,2室1厅,整租,精装修,30,33层,1500,瑞雪家园精装两房家电齐全拎包入住
1499,融禾花苑 ,梁溪区,上马墩,2室2厅,整租,精装修,22,33层,3500,火车站酒吧街附近 圆融广场 新装2房 含物业
1500,融创花溪美墅(三期) ,滨湖区,太湖新城,2室2厅,整租,精装修,10,27层,2500,江大地铁口 融创熙园 豪装通透大三房出租 房东急租 随时看房
1501,金锡苑南区 ,锡山区,东亭,2室1厅,整租,精装修,5,7层,1500,金锡苑 桑达园 柏木南苑精装两房 柏庄地铁口 出门超市菜场
1502,协信未来城 ,梁溪区,山北,3室1厅,整租,中等装修,11,34层,1850,山北菜场旁协信未来城新装三房诚心出租 拎包入住
1503,名园 ,惠山区,惠山新城,3室2厅,整租,精装修,4,6层,2000,名园精装三房，2000/月，陪读好选择
1504,太湖国际社区星辉塞纳 ,滨湖区,太湖新城,2室2厅,整租,精装修,28,45层,2350,太湖国际，精装两房，靠近湖 离万象城无锡大剧院也特别近
1505,兴竹家园 ,梁溪区,江海,1室1厅,整租,精装修,10,18层,1300,新区 长江路 兴竹家园精装修一室一厅 设施齐全 交通方便 急
1506,周新苑(五期) ,滨湖区,太湖新城,2室2厅,整租,精装修,15,22层,1500,《千家万沪实拍》周新苑5期 精装2房 家电齐全 拎包入住
1507,前进花园A区 ,新吴区,长江路,1室0厅,合租,精装修,2,6层,750,前进花园 两室一厅合租！要求单身 爱干净
1508,新城尚东雅园 ,新吴区,旺庄,3室2厅,整租,精装修,11,32层,4500,新城尚东雅园，环境优美，商场超市银行等基础设施齐全。
1509,阳光城市花园C区 ,梁溪区,金星,3室2厅,整租,精装修,4,24层,4200,阳光城市花园C区145平三房拎包入住 配套齐全 出行方便
1510,万科金域蓝湾 ,滨湖区,河埒口,3室2厅,整租,精装修,16,30层,4000,万科金域蓝湾精装三房家具家电齐全拎包入住有钥匙随时看
1511,无锡碧桂园东区 ,锡山区,安镇,2室2厅,整租,精装修,18,26层,2000,入住适合陪读两室，采光好，通风好，家电齐全，随时看房
1512,大箕山家园(南区) ,滨湖区,梅园,2室1厅,整租,精装修,3,11层,1200,大箕山租房  四周围山 环境优美 空调家电齐全 拎包入住
1513,上马墩一村 ,梁溪区,上马墩,2室2厅,整租,精装修,3,7层,1300,上马墩路 地铁精装两房 交通便利 设施齐全 采光无敌拎包入住
1514,住友家园 ,滨湖区,河埒口,2室2厅,整租,精装修,5,35层,2000,新住友家园 荷叶孙蒋新村旁 家具家电齐全 拎包入住 看房随时
1515,天鹅湖熙园三期 ,滨湖区,太湖新城,2室2厅,整租,精装修,12,27层,2400,天鹅湖精装两房 近江大科技园 交通便利 随时看房 拎包即可住
1516,沁园新村 ,梁溪区,清名桥,2室1厅,整租,精装修,4,6层,2500,沁园新村 茂业附近 中介费五折 仅限一天 地铁口 交通便利
1517,东风家园 ,梁溪区,江海,2室1厅,整租,精装修,10,32层,1900,长江北路东风家园精装电梯两房  采光好户型佳 随时拎包入住
1518,太湖国际社区拾壹峰 ,滨湖区,太湖新城,2室2厅,整租,精装修,14,18层,3200,太湖国际自住两房 南北通透 包物业费 近万象城 博大 大剧院
1519,红星紫郡 ,锡山区,东亭,2室2厅,整租,精装修,14,33层,1600,义诚好房，红星紫郡精装2房，采光好，随时看房，家电全齐，急租
1520,湖滨南苑 ,滨湖区,河埒口,2室2厅,整租,精装修,5,7层,2000,工业设计院旁湖滨南苑精装自住两房出租房源真实欲租从速
1521,孙蒋新村南区 ,滨湖区,河埒口,2室1厅,整租,中等装修,4,7层,1500,大润发附近，孙蒋新村，两室一厅，两房朝南，双阳台，随时看房
1522,绿城玉兰花园一期 ,滨湖区,太湖新城,3室2厅,整租,豪华装修,15,23层,12000,绿城玉兰花园一期精装房 配套齐全房东诚心出租采光极好拎包入住
1523,瑞城花园北区 ,新吴区,江溪,3室2厅,整租,豪华装修,6,10层,4500,瑞城国际豪华装修三房两厅两卫家电设施全拎包入住整租
1524,中大诺卡小镇 ,锡山区,东亭,2室2厅,整租,毛坯,10,18层,1400,义诚好房！诺卡小镇三期，精装南北两房，业主之前自住，价格美丽
1525,春潮花园三区西区 ,新吴区,江溪,2室2厅,整租,精装修,3,6层,1550,紧邻小区门口处公交站台 之前婚装 房东许诺5年内不涨房租
1526,蠡湖香樟园南区 ,滨湖区,蠡湖新城,4室2厅,整租,精装修,11,30层,15000,蠡湖 映山伴水湖景一线房 蠡湖香璋园 豪华四房 可卖可租
1527,杨木桥小区 ,梁溪区,黄巷,2室1厅,整租,精装修,2,6层,1600,五河四小区 精装修 整租
1528,华仁凤凰城 ,梁溪区,北大街,2室2厅,整租,精装修,8,32层,2700,华仁凤凰城中层精装两房，租金便宜，拎包入住，晚了就没了
1529,爱家金河湾 ,梁溪区,广丰,3室2厅,整租,豪华装修,13,29层,5000,爱家金河湾 豪装3房 实木家具家电 中央空调 拎包入住
1530,洛城水韵园 ,惠山区,洛社,3室2厅,整租,中等装修,1,6层,2800,水韵花园，花园洋房，超大客厅，一梯两户，干净整洁
1531,南湖家园北区 ,滨湖区,太湖新城,3室1厅,整租,精装修,1,11层,1800,南湖家园精装三房 出了门就是D铁口 性价比高！
1532,春合苑北区 ,锡山区,东亭,2室1厅,整租,精装修,4,6层,1600,义诚好房！地铁口易买得旁春合苑老式精装拎包入住 交通便利
1533,蠡湖香樟园北区 ,滨湖区,蠡湖新城,4室2厅,整租,精装修,26,31层,30000,蠡湖香樟园豪装四房 自住装修 南北通透 全天采光周边空气清新
1534,泰伯花苑一区 ,新吴区,梅村,1室1厅,合租,精装修,1,6层,650,泰伯花苑精装三房出租一室房子干净整洁采光通风不错靠近五洲国际
1535,建乐家园A区(51-61) ,梁溪区,金星,2室2厅,整租,精装修,20,33层,1500,金星建乐家园 2室2厅88平米 精装修 押一付三
1536,叙丰家园 ,新吴区,长江路,2室1厅,整租,毛坯,3,7层,1500,《U房置业实拍》叙丰家园精装2房 东西齐全 这价格还等什么呢
1537,仁和英伦皇家花园南区 ,梁溪区,山北,3室2厅,整租,精装修,4,6层,2600,盛岸路百乐广场仁和花园精装3房 拎包住性价比高出租急租中
1538,颐和湾公寓 ,梁溪区,北大街,2室2厅,整租,精装修,10,20层,2800,中大颐和湾精装两房 沃尔玛北大街莲蓉苑嘉德附近
1539,万科金域缇香 ,新吴区,长江路,3室2厅,整租,精装修,21,32层,4100,长江北路欧尚旁地铁口万科金域缇香精装拎包入住高档小区安全性高
1540,长江国际雅园 ,新吴区,长江路,4室2厅,整租,精装修,5,9层,8000,复式豪装公寓 豪华落地窗南北通透 电梯直接入户超大观景阳台
1541,周潭佳园(贡湖苑73-93号) ,滨湖区,太湖新城,2室2厅,整租,精装修,12,33层,1400,贡湖苑精装两房家电齐全可拎包入住周边环境舒适
1542,胜利新村 ,滨湖区,河埒口,3室1厅,合租,中等装修,4,7层,1550,胜利新村  万达旁 中装小三房 靠近路边 随时看房 房东诚售
1543,魅力万科城一区 ,滨湖区,太湖新城,3室2厅,整租,豪华装修,31,32层,3500,U房置业实拍魅力万科一期 欧式两房 随时看房 品牌装修
1544,魅力万科城酩悦 ,滨湖区,太湖新城,1室1厅,整租,精装修,18,32层,1800,低.价抢.租万科酩悦房子不会让你白跑
1545,水秀新村(溪东路) ,滨湖区,河埒口,2室1厅,整租,精装修,4,7层,1800,水秀精装两房 家电齐全  拎包入住 出门公交站 交通便利
1546,益明苑 ,梁溪区,上马墩,3室2厅,整租,中等装修,11,17层,3450,益明苑，邻近中央车站 三房中等装修设施齐全房东诚心出租
1547,春城家园 ,新吴区,江溪,1室1厅,整租,精装修,27,33层,1100,新区 春城家园 1室精装 拎包入住 户型方正 朝南 采光好
